name,ticker,nomicsid,coingeckoid,statuses,statusreasoning,primarysector,secondarysector,facts_data,opinions,rm_tr,format,coingeckolink,assetdescription,tokendescription,watchlist,messarilink
SelfKey,KEY,KEY,key,Active,null,Digitization,Digitization,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/selfkey,SelfKey is a decentralized identity management system that providers users with a non-custodial identity and crypto wallet.,KEY tokens are required to be staked by the 3 major users of the SelfKey network - identity owners_ relying parties_ and certifiers. KEY helps maintain the integrity of the system by preventing sybil attacks_ and also through incentivizing good behavior.,FALSE,https://messari.io/asset/selfkey
Sentiment Protocol,UPP,UPP,sentinel-protocol,Delisted,"- Token only on Uniswap
- Very poor liquidity would not be able to safely trade this asset for clients ",Computing,Private Computing,Yes,Yes,No,null,https://www.coingecko.com/en/coins/sentinel-protocol,null,null,FALSE,https://messari.io/asset/sentinel-protocol
Sentivate,SNTVT,SNTVT,sentivate,Delisted,"- Limited access to liquidity
-  Only listed on one supported decentralised exchange - Uniswap but liquidity is poor.",null,null,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/sentivate,"Sentivate is a hybrid web consisting of centralized and decentralized components.
The stated goal of the developers is to create an alternative to the modern internet infrastructure. The network is designed to surpass the capabilities of both centralized and decentralized systems_ focusing on speed_ security and scalability.",SNTVT is an ERC20 utility token on the Ethereum network. Sentivate tokens are used to gain access to the early stages of the Sentivate Network_ development process_ & voting. Delegates_ cast their votes during various phases of development which aids in directing the project.,FALSE,https://messari.io/asset/sentivate
Serum,SRM,SRM,serum,Active,null,DeFi,Exchanges (Other),Yes,Yes,No,BEP-20,https://www.coingecko.com/en/coins/serum,Serum is a decentralized exchange (DEX) built on the Solana blockchain by Serum Foundation; the foundation was created by FTX and Alameda Research. Serum features an on-chain central limit order book (CLOB)_ unlike many other DEXs that run on automated market-makers (AMM).,Serum's native cryptocurrency_ (SRM)_ derives its value from its utility on the network_ as it is the preferred form of payment for transfer fees_ and participants can spend SRM to enable reduced fees on Serum's exchange.,FALSE,https://messari.io/asset/serum
Serve,SERV,SERV,null,Delisted,- No Active Markets to trade token safely for clients,null,null,Yes,Yes,No,null,null,null,null,FALSE,https://messari.io/asset/serve
Sether,SETH,SETH,seth,Delisted,- No Active Markets to trade token safely for clients,null,null,Yes,Yes,No,null,https://www.coingecko.com/en/coins/sether,null,null,FALSE,https://messari.io/asset/sether-1
ShareToken,SHR,SHR,sharering,Sell Only,"- Only listed on one supported centralised exchange - Kucoin
- Only listed on one supported decentralised exchange - Uniswap
- Liquidity on Kucoin and Uniswap is very poor.
    ",Digitization,Digitization,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/sharetoken,ShareRing aims to make sharing and renting services quicker and simpler for everyone by creating an accessible global ecosystem for the sharing and renting economies. It aims to become the a trusted marketplace for the sharing community,"ShareToken is the digital utility token that
drives sharing transactions to be written to the ShareRing ledger that is managed by the ShareRing platform.",FALSE,null
Shiba Inu,SHIB,SHIB,shiba-inu,Sell Only,"- Meme token with large fluctuations in the past
- Only fuelled by events with Elon Musk",Currency,Transparent DeFi Currency,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/shiba-inu,Shiba Inu (SHIB) is a meme token which began as a fun currency and has now transformed into a decentralized ecosystem. ,SHIB is the main utility token of the Shiba Inu ecosystem. This token serves multiple purposes such as paying fees and rewards. You can also use it as a cryptocurrency. Users can send value globally in seconds using SHIB. It’s secure and reliable because it leverages Ethereum’s blockchain. ,FALSE,https://messari.io/asset/shiba-inu
ShipChain,SHIP,SHIP,secured-ship,Delisted,- No Active Markets to trade token safely for clients,null,null,Yes,Yes,No,null,https://www.coingecko.com/en/coins/shipchain,null,null,FALSE,https://messari.io/asset/shipchain-1
Shopping.io,SPI,SPI,spartan-index,Sell Only,"- Only listed on one supported decentralised exchange - Uniswap
- Liquidity on Kucoin and Uniswap is very poor.",Digitization,Digitization,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/shopping-io,Shopping.io allows users to search_ shop_ and pay for goods from the major e-commerce website in one place! There’s no more need to create accounts on multiple sites and convert digital assets into fiat money to be able to spend crypto.,Shopping.io’s native cryptocurrency_ SPI_ was built on the Ethereum blockchain and serves only as a utility token within the Shopping.io ecosystem. SPI provides numerous benefits which greatly incentives users to utilize the Shopping.io platform.,FALSE,https://messari.io/asset/shopping-io
Siacoin,SC,SC,siacoin,Active,null,Computing,Shared Storage,Yes,Yes,No,Mainnet,https://www.coingecko.com/en/coins/siacoin,Sia is a blockchain that offers decentralized cloud data storage and a peer-to-peer marketplace. Skynet is a decentralized file sharing and content delivery network built on top of the Sia blockchain. ,"Siacoin is the currency of the Sia network. Renters pay hosts in Siacoin to utilize their hard drive space_ and hosts are paid out only after they’ve proven they are storing the file in question.

Sia achieves this functionality by using a form of smart contract called “file contracts_” which establish parameters of the host-renter relationship like price and uptime commitments.",FALSE,https://messari.io/asset/sia-skynet
SingularityNET,AGIX,AGIX,singularitynet,Active,null,Currency,Transparent CeFi Currency,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/singularitynet,The combination of AI with blockchain shifts innovation from traditional silos of power to an exponentially more powerful system of distributed creativity and governance. SingularityNET is creating the frameworks and technologies for this shift.,AGIX is the utility token that also allows holders to make governance decisions. It can also be staked.,TRUE,https://messari.io/asset/singularitynet
SKALE,SKL,SKL,skale,Active,null,Smart Contract Platform,Single Chain,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/skale,SKALE Network is an open-source_ decentralized blockchain network designed to scale Web3 applications. ,"SKL is an Ethereum token that powers SKALE_ which describes itself as “an Ethereum-compatible network with a leaderless consensus designed to run on an uncapped number of independent nodes.” 

The SKL token grants a right to participate as a network validator_ stake as a delegator_ or access a share of the network’s resources as a developer.",TRUE,https://messari.io/asset/skale-network
Skrumble Network,SKM,SKM,skrumble-network,Delisted,"- Token only on Huobi
- Very poor liquidity would not be able to safely trade this asset for clients ",null,null,Yes,Yes,No,null,https://www.coingecko.com/en/coins/skrumble-network,null,null,FALSE,https://messari.io/asset/skrumble-network
Smooth Love Potion,SLP,SLP,smooth-love-potion,Active,null,Currency,Transparent DeFi Currency,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/smooth-love-potion,Smooth Love Potion (SLP) is an ERC-20 gaming token in the popular NFT game Axie Infinity. It has an unlimited supply and is the primary source of income for Axie Infinity gamers.,"Within the Axie Infinity ecosystem_ players can use SLP to breed digital pets called Axies_ which can then be sold on the marketplace as NFTs to other players. SLP can also be traded on crypto exchanges like Binance.

SLP is an altcoin that has a burning mechanism. After each Axie breeding_ the SLP tokens used will be burned forever. As players can only farm a limited amount of SLP in the game per day_ the token demand is expected to grow as players try to get ahead of the breeding game.",FALSE,https://messari.io/asset/smooth-love-potion
Solana,SOL,SOL,solana,Active,null,Smart Contract Platform,Single Chain,Yes,Yes,No,Mainnet,https://www.coingecko.com/en/coins/solana,Solana is a public base-layer blockchain protocol that optimizes for scalability. Its goal is to provide a platform that enables developers to create decentralized applications without needing to design around performance bottlenecks. Solana features a new timestamp system called Proof-of-History (PoH) that enables automatically ordered transactions.,The SOL token is the native currency in Solana's ecosystem. So the token can pass to nodes within the Solana cluster in exchange for running on-chain programs or validating its output,FALSE,https://messari.io/asset/solana
SoMee.Social,ONG1,ONG,somee-social,Delisted,- Old Token,null,null,Yes,Yes,No,null,https://www.coingecko.com/en/coins/somee-social-old,null,null,FALSE,https://messari.io/asset/somee-social
SONM,SNM,SNM,sonm,Delisted,"- Token only on Binance
- If they were to delist we would have no where to trade the asset safely",null,null,Yes,Yes,No,null,https://www.coingecko.com/en/coins/sonm,null,null,FALSE,https://messari.io/asset/sonm
Sora,XOR,XOR,oracolxor,Sell Only,"- Limited access to liquidity
- Only listed on one supported decentralised exchange - Uniswap
- Liquidity on Uniswap is very poor.
   ",Smart Contract Platform,Single Chain,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/sora,SORA is both a supranational world economic system that decentralizes the concept of a central bank as well as a network in the (DOT) ecosystem that will connect to the Polkadot relay chain and the parachains with built-in tools focused on DeFi.,(XOR) is used for transaction fees (gas) on the SORA Network with an elastic supply_ managed by a token bonding curve.,TRUE,https://messari.io/asset/sora
SparkPoint,SRK,SRK,sparkpoint,Sell Only,"- Only listed on one supported centralised exchange - Kucoin
- Only listed on one supported decentralised exchange - Uniswap
- Liquidity on Kucoin and Uniswap is very poor.
    ",DeFi,Exchanges (Other),Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/sparkpoint,A non-custodial cryptocurrency wallet that can store SparkPoint (SRK) Token_ Bitcoin_ Ethereum_ Binance Coin_ and some ERC-20 and BEP-20 tokens.,"SRK is the native utility token that is used for:
• Payment for SparkLearn courses
• Prizes in SparkPlay tournaments and achievements
• Payment for SparkPlay game NFTs
• Rewards for completing bounties in SparkEarn
• Rewards for Liquidity Providers and Stakers
• Payment for SparkPoint IT-BPO services",TRUE,https://messari.io/asset/sparkpoint
Spectre.ai Dividend Token,SXDT,SXDT,spectre-dividend-token,Delisted,- No Active Markets to trade token safely for clients,null,null,Yes,Yes,No,null,https://www.coingecko.com/en/coins/spectre-dividend-token,null,null,FALSE,https://messari.io/asset/spectre-dividend-token
Spell Token,SPELL,SPELL,spell-token,Active,null,DeFi,Lending / Borrowing,Yes,Yes,No,null,https://www.coingecko.com/en/coins/spell-token,null,null,FALSE,https://messari.io/asset/spell-token
